Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Weight in Kgs.,Date of Joining,Salary,Last % Hike,Place Name,County,City,State,Region
155570,Mr.,Colin,G,Wilson,M,colin.wilson@yahoo.com,Benny Wilson,Sheena Wilson,Baird,3/14/1976,5:46:45 AM,90,4/15/2002,131510,13%,Conroe,Montgomery,Conroe,TX,South
587361,Hon.,Rosario,W,Trevino,F,rosario.trevino@hotmail.co.uk,Nolan Trevino,Alyssa Trevino,Hernandez,12/20/1960,8:45:57 PM,46,6/30/2001,46453,28%,Chattahoochee,Gadsden,Chattahoochee,FL,South
191240,Mr.,Salvador,Q,Gutierrez,M,salvador.gutierrez@hotmail.com,Zachariah Gutierrez,Kathrine Gutierrez,Yates,2/27/1994,1:32:56 AM,68,1/24/2016,98487,21%,Huddy,Pike,Huddy,KY,South
404070,Prof.,Aldo,J,Medina,M,aldo.medina@gmail.com,Adolfo Medina,Darcy Medina,Gibson,11/06/1973,6:00:11 PM,50,10/04/2009,61791,24%,Linton,Emmons,Linton,ND,Midwest
192175,Dr.,Bret,J,Blevins,M,bret.blevins@gmail.com,Mickey Blevins,Marie Blevins,Bradshaw,9/30/1979,8:45:12 PM,54,07/11/2015,163665,14%,Vassar,Tuscola,Vassar,MI,Midwest
825853,Hon.,Dominic,H,Mosley,M,dominic.mosley@gmail.com,Jesse Mosley,Deana Mosley,Bailey,7/19/1996,5:15:20 AM,60,7/27/2017,112683,26%,Vancouver,Clark,Vancouver,WA,West
430843,Ms.,Karina,J,Owens,F,karina.owens@gmail.com,Francis Owens,Sheri Owens,Ball,10/30/1957,4:18:07 AM,45,6/30/1984,91713,5%,Centerville,Turner,Centerville,SD,Midwest
597805,Hon.,Marquis,R,Perkins,M,marquis.perkins@aol.com,Gil Perkins,Kelley Perkins,Cain,11/30/1984,1:20:38 PM,71,04/07/2012,186371,23%,Manchester,Ontario,Manchester,NY,Northeast
651120,Mr.,Damon,G,Solomon,M,damon.solomon@aol.com,Grant Solomon,Louisa Solomon,Reeves,7/31/1964,12:27:06 AM,75,05/10/2008,157154,14%,Stacy,Chisago,Stacy,MN,Midwest
995242,Mr.,Leonel,K,Atkins,M,leonel.atkins@hotmail.com,Roderick Atkins,Rena Atkins,Robertson,07/11/1996,4:02:34 AM,89,7/27/2017,190537,9%,Isaban,McDowell,Isaban,WV,South
839558,Mr.,Teddy,A,Merritt,M,teddy.merritt@msn.com,Garry Merritt,Louella Merritt,Watts,06/10/1977,10:26:52 AM,87,5/15/2010,43192,20%,Timblin,Jefferson,Timblin,PA,Northeast
398788,Ms.,Alexandria,Y,Long,F,alexandria.long@hotmail.com,Gregorio Long,Katharine Long,Owens,2/15/1989,5:29:11 PM,60,11/16/2010,136817,0%,Cooksville,McLean,Cooksville,IL,Midwest
166790,Ms.,Margaret,C,Reilly,F,margaret.reilly@yahoo.com,Elmer Reilly,Kasey Reilly,Wood,10/05/1971,1:55:35 AM,45,01/08/1995,131166,27%,Plant City,Hillsborough,Plant City,FL,South
581261,Dr.,Willis,L,Rose,M,willis.rose@gmail.com,Lazaro Rose,Lorene Rose,Mcgee,7/27/1979,7:42:51 PM,72,12/25/2010,192446,24%,Freeman,Brunswick,Freeman,VA,South
793523,Prof.,Donovan,O,Bowman,M,donovan.bowman@hotmail.com,Sebastian Bowman,Opal Bowman,Mccall,03/03/1987,11:29:09 AM,84,9/16/2011,145629,7%,Monroe,Waldo,Monroe,ME,Northeast
178602,Mrs.,Kristina,Q,Mcgowan,F,kristina.mcgowan@gmail.com,Brad Mcgowan,Minnie Mcgowan,Montgomery,8/29/1978,4:33:00 AM,60,05/11/2007,185016,16%,Merced,Merced,Merced,CA,West
346662,Mr.,Garth,I,Clarke,M,garth.clarke@yahoo.com,Willard Clarke,Herminia Clarke,Barker,11/11/1969,5:26:58 AM,54,11/07/2015,80047,25%,Phyllis,Pike,Phyllis,KY,South
817037,Mr.,Martin,W,Buchanan,M,martin.buchanan@charter.net,Aubrey Buchanan,Petra Buchanan,Barrett,9/14/1974,2:19:56 PM,61,7/14/2001,105374,27%,Centre,Cherokee,Centre,AL,South
648913,Mr.,Irwin,D,Jenkins,M,irwin.jenkins@aol.com,Rodney Jenkins,Concetta Jenkins,Gilbert,5/20/1975,5:55:17 AM,75,5/23/2013,48133,20%,Traverse City,Grand Traverse,Traverse City,MI,Midwest
924281,Mr.,Reynaldo,P,Sosa,M,reynaldo.sosa@gmail.com,Alec Sosa,Ana Sosa,Berg,10/15/1965,3:28:47 AM,73,05/03/1989,153633,12%,Jamaica,Jamaica,Jamaica,NY,Northeast
951857,Drs.,Sherri,T,Snyder,F,sherri.snyder@gmail.com,Dominic Snyder,Leanna Snyder,Kelley,5/30/1991,1:07:05 AM,47,8/21/2013,65798,0%,Saint Louis,St. Louis,Saint Louis,MO,Midwest
474759,Mr.,Johnny,E,Dunlap,M,johnny.dunlap@gmail.com,Ashley Dunlap,Terri Dunlap,Dawson,11/02/1962,12:40:22 PM,81,7/15/2012,193315,2%,Irwinville,Irwin,Irwinville,GA,South
144715,Mr.,Earnest,X,Kirk,M,earnest.kirk@gmail.com,Tod Kirk,Ava Kirk,Francis,03/01/1965,5:48:50 AM,57,9/21/2005,168726,30%,Masardis,Aroostook,Masardis,ME,Northeast
141086,Dr.,Bernardo,Q,Mcdowell,M,bernardo.mcdowell@gmail.com,Jarrett Mcdowell,Rosario Mcdowell,Duke,5/28/1963,6:49:11 PM,86,4/24/2003,118615,23%,Hollywood,Broward,Hollywood,FL,South
633255,Hon.,Yvette,U,Warner,F,yvette.warner@yahoo.com,Loren Warner,Jill Warner,Waters,6/17/1996,7:44:51 AM,50,07/09/2017,190579,7%,Orviston,Centre,Orviston,PA,Northeast
768457,Mr.,Robby,U,Jordan,M,robby.jordan@comcast.net,Reuben Jordan,Althea Jordan,Kennedy,3/20/1974,2:45:07 AM,82,03/12/2007,119793,25%,Metaline,Pend Oreille,Metaline,WA,West
583282,Mrs.,Carolina,Y,Coleman,F,carolina.coleman@aol.com,Earl Coleman,Goldie Coleman,Hartman,10/30/1994,6:38:54 PM,53,07/01/2016,166828,18%,Sanford,Seminole,Sanford,FL,South
421955,Ms.,Sonia,X,Cook,F,sonia.cook@gmail.com,Scotty Cook,Marva Cook,Morton,07/03/1965,2:58:29 PM,48,12/25/2012,191691,23%,Pearisburg,Giles,Pearisburg,VA,South
556491,Prof.,Larry,C,Tran,M,larry.tran@gmail.com,Hunter Tran,Lorna Tran,Thornton,01/12/1970,8:40:15 PM,63,3/15/2007,129203,30%,Pliny,Pliny,Pliny,WV,South
701223,Ms.,Esmeralda,P,Grant,F,esmeralda.grant@yahoo.com,Oliver Grant,Lucinda Grant,Bruce,12/19/1990,12:29:20 AM,48,1/24/2013,190367,19%,Shullsburg,Lafayette,Shullsburg,WI,Midwest
122005,Hon.,Candy,K,Singleton,F,candy.singleton@hotmail.com,Russ Singleton,Nadine Singleton,Ross,6/29/1981,1:37:37 PM,47,04/11/2017,175771,10%,Wetumpka,Elmore,Wetumpka,AL,South
461385,Mrs.,Emma,E,Obrien,F,emma.obrien@gmail.com,Cameron Obrien,Michele Obrien,Sullivan,9/15/1966,4:29:31 AM,56,12/02/2012,182870,5%,Briggsville,Marquette,Briggsville,WI,Midwest
249180,Dr.,Scot,M,Beach,M,scot.beach@sbcglobal.net,Ivan Beach,Elvia Beach,Holt,7/31/1980,8:19:20 PM,84,6/29/2010,141641,1%,Pocahontas,Pocahontas,Pocahontas,IA,Midwest
634658,Mr.,Rolland,D,Mendoza,M,rolland.mendoza@yahoo.com,Daren Mendoza,Magdalena Mendoza,Swanson,08/05/1966,11:44:24 AM,50,1/26/2015,75123,24%,Jackson,Hinds,Jackson,MS,South
842752,Mrs.,Tommie,B,Sanchez,F,tommie.sanchez@gmail.com,Agustin Sanchez,Brittney Sanchez,Travis,06/06/1974,4:00:52 PM,60,9/25/1997,155291,1%,Wedowee,Randolph,Wedowee,AL,South
513773,Prof.,Jessie,N,Cortez,M,jessie.cortez@exxonmobil.com,Hollis Cortez,Katelyn Cortez,Gutierrez,9/20/1981,10:39:50 PM,88,4/16/2016,102944,27%,Clearwater,Pinellas,Clearwater,FL,South
781472,Mr.,Isiah,T,Guthrie,M,isiah.guthrie@bellsouth.net,Adrian Guthrie,Trisha Guthrie,Graham,8/19/1965,6:34:36 AM,61,05/06/2009,45519,25%,Heber City,Wasatch,Heber City,UT,West
747200,Mrs.,Janelle,Q,Gill,F,janelle.gill@gmail.com,Santos Gill,Marissa Gill,Frye,5/27/1962,9:30:13 AM,41,7/13/1999,131182,30%,Falls Church,Falls Church (city),Falls Church,VA,South
932425,Mr.,Christoper,Y,Haynes,M,christoper.haynes@yahoo.com,Mathew Haynes,Bertie Haynes,Barry,09/01/1979,2:50:16 PM,63,2/24/2014,84029,3%,Speaks,Lavaca,Speaks,TX,South
962851,Ms.,Kathie,E,Kirby,F,kathie.kirby@sbcglobal.net,Dwayne Kirby,Nona Kirby,Glover,11/22/1986,8:21:08 PM,42,7/30/2011,65985,25%,Santa Teresa,Doña Ana,Santa Teresa,NM,West
168829,Ms.,Antonia,H,Kinney,F,antonia.kinney@gmail.com,Hans Kinney,Deirdre Kinney,Lopez,02/09/1985,6:36:39 PM,42,5/26/2006,148623,16%,Fort Lauderdale,Broward,Fort Lauderdale,FL,South
603575,Ms.,Ophelia,V,Wagner,F,ophelia.wagner@ibm.com,Galen Wagner,Mabel Wagner,Kennedy,02/02/1972,11:26:46 AM,49,11/25/2013,45192,12%,Scottsdale,Maricopa,Scottsdale,AZ,West
419075,Mrs.,Hallie,G,Cervantes,F,hallie.cervantes@aol.com,Burton Cervantes,Georgia Cervantes,Knight,6/30/1979,2:48:24 PM,53,04/03/2016,192037,20%,Se Ree,Breckinridge,Se Ree,KY,South
224473,Ms.,Adriana,R,Mcfarland,F,adriana.mcfarland@outlook.com,Harold Mcfarland,Alison Mcfarland,Gonzalez,8/29/1978,2:16:57 AM,55,01/10/2000,71847,5%,Gordon,Sheridan,Gordon,NE,Midwest
552582,Hon.,Jana,L,Weiss,F,jana.weiss@gmail.com,Winston Weiss,Angel Weiss,Knapp,01/04/1968,10:00:00 AM,43,06/03/2000,141390,24%,Athens,Clarke,Athens,GA,South
724235,Mr.,Quentin,J,Benson,M,quentin.benson@gmail.com,Kermit Benson,Blanche Benson,Riddle,3/21/1980,1:35:54 PM,60,4/17/2013,75837,28%,Chippewa Falls,Chippewa,Chippewa Falls,WI,Midwest
908007,Mrs.,Debra,S,Pena,F,debra.pena@ibm.com,Theron Pena,Faye Pena,Harmon,11/25/1990,5:27:18 AM,44,9/17/2015,113267,16%,Kossuth,Clarion,Kossuth,PA,Northeast
871610,Mr.,Kenton,I,Moreno,M,kenton.moreno@shell.com,Emmett Moreno,Kristie Moreno,Simon,1/19/1993,1:06:32 PM,70,01/08/2016,148664,20%,Highland Park,Lake,Highland Park,IL,Midwest
491595,Prof.,Ian,O,Alvarado,M,ian.alvarado@aol.com,Isaac Alvarado,Effie Alvarado,Sanford,9/25/1965,3:58:12 AM,67,12/27/1998,109416,15%,Huntsville,Madison,Huntsville,AL,South
821474,Mr.,Jasper,F,Lucas,M,jasper.lucas@yahoo.co.in,Vern Lucas,Ann Lucas,Massey,9/18/1981,10:20:22 AM,79,02/12/2003,96328,21%,Greeley,Anderson,Greeley,KS,Midwest
206783,Hon.,Brock,X,Roberts,M,brock.roberts@yahoo.co.in,Humberto Roberts,Lelia Roberts,Suarez,2/27/1968,10:37:12 AM,77,01/08/1991,158082,25%,Gary,McDowell,Gary,WV,South
870463,Mr.,Salvador,S,Deleon,M,salvador.deleon@hotmail.com,Garland Deleon,Stephanie Deleon,Robles,04/07/1969,11:16:04 AM,63,2/21/1995,55351,6%,Riverdale,Cook,Riverdale,IL,Midwest
809491,Mr.,Terence,U,Giles,M,terence.giles@yahoo.com,Lynn Giles,Colleen Giles,Burris,9/15/1976,4:55:12 AM,54,06/12/2010,145954,26%,Montevallo,Shelby,Montevallo,AL,South
924427,Mr.,Dario,O,Townsend,M,dario.townsend@yahoo.com,Williams Townsend,Bridget Townsend,Fuller,05/10/1962,3:39:12 PM,69,1/27/1994,116911,26%,Torrance,Los Angeles,Torrance,CA,West
505780,Drs.,Ester,Z,Houston,F,ester.houston@ibm.com,Jeffrey Houston,Julie Houston,Knight,03/12/1978,10:02:31 AM,59,07/01/2007,65748,19%,Arendtsville,Adams,Arendtsville,PA,Northeast
149904,Ms.,Leanne,R,Mcmahon,F,leanne.mcmahon@shaw.ca,Royal Mcmahon,Vivian Mcmahon,Holden,01/11/1964,1:46:02 PM,49,05/08/1985,144108,27%,Brookton,Washington,Brookton,ME,Northeast
886315,Dr.,Valentin,S,Montoya,M,valentin.montoya@aol.com,Laurence Montoya,Kayla Montoya,Fuller,11/07/1965,3:14:59 PM,81,01/05/1997,164411,23%,Kingston,Roane,Kingston,TN,South
948512,Mr.,Jared,Q,Shepherd,M,jared.shepherd@ntlworld.com,Dan Shepherd,Katelyn Shepherd,Compton,3/26/1996,6:36:07 PM,62,05/10/2017,47359,20%,Dewittville,Chautauqua,Dewittville,NY,Northeast
780963,Mrs.,Jami,P,Cantrell,F,jami.cantrell@hotmail.com,Darius Cantrell,Deloris Cantrell,Rivas,3/30/1986,3:22:01 AM,42,4/20/2007,196942,29%,Country Club Hills,Cook,Country Club Hills,IL,Midwest
282037,Mr.,Bruno,M,Whitney,M,bruno.whitney@sbcglobal.net,Denny Whitney,Darcy Whitney,Montoya,3/21/1976,8:14:58 AM,60,04/04/2010,182912,30%,Killen,Lauderdale,Killen,AL,South
505758,Mr.,Garland,Q,Watkins,M,garland.watkins@apple.com,Wendell Watkins,Kaye Watkins,Sargent,1/14/1962,4:24:23 PM,53,9/26/2008,70852,9%,Kopperl,Bosque,Kopperl,TX,South
487100,Mr.,Augustus,E,Maldonado,M,augustus.maldonado@yahoo.com,Pierre Maldonado,Michele Maldonado,Estrada,5/25/1992,6:04:26 PM,61,08/01/2016,139481,16%,Napoleon,Jackson,Napoleon,MI,Midwest
974444,Prof.,Luther,F,Mcneil,M,luther.mcneil@aol.com,Brett Mcneil,Edith Mcneil,Wolfe,3/31/1992,7:15:26 PM,75,04/02/2014,46241,28%,Winthrop Harbor,Lake,Winthrop Harbor,IL,Midwest
829416,Mr.,Jimmy,C,Molina,M,jimmy.molina@gmail.com,Morgan Molina,Lawanda Molina,Hendricks,05/08/1966,4:20:16 PM,69,10/11/2005,138022,15%,Biloxi,Harrison,Biloxi,MS,South
146825,Hon.,Morton,Q,Franklin,M,morton.franklin@cox.net,Lamar Franklin,Jenna Franklin,Hernandez,8/22/1960,5:11:11 PM,55,2/14/2008,136498,21%,Kenton,Kent,Kenton,DE,South
603179,Mr.,Andrew,V,Price,M,andrew.price@yahoo.co.uk,Darius Price,Patsy Price,Bright,03/06/1987,1:43:04 PM,79,5/31/2009,189614,24%,Ohio City,Van Wert,Ohio City,OH,Midwest
175035,Ms.,Ava,L,Romero,F,ava.romero@aol.com,Simon Romero,Annabelle Romero,White,5/25/1972,9:48:05 PM,40,9/14/2004,154633,6%,Fort Payne,DeKalb,Fort Payne,AL,South
358935,Ms.,Anastasia,Y,Bowen,F,anastasia.bowen@gmail.com,Jessie Bowen,Catherine Bowen,Ortega,12/23/1992,11:21:30 AM,40,04/01/2017,196480,21%,Garrett Park,Montgomery,Garrett Park,MD,South
608832,Mrs.,Sabrina,O,Fowler,F,sabrina.fowler@outlook.com,Leon Fowler,Etta Fowler,Barton,01/03/1982,7:17:34 PM,43,7/17/2006,130226,6%,Duncan,Bolivar,Duncan,MS,South
509911,Ms.,Kirsten,Y,Lee,F,kirsten.lee@hotmail.com,Carol Lee,Cleo Lee,Campbell,10/16/1968,3:15:50 AM,43,12/19/2014,61126,9%,Saint Louis,St. Louis (city),Saint Louis,MO,Midwest
354363,Ms.,Tabatha,W,Arnold,F,tabatha.arnold@gmail.com,Elliott Arnold,Dana Arnold,Park,7/29/1976,2:18:54 AM,45,12/01/2004,62009,24%,Bagdad,Santa Rosa,Bagdad,FL,South
344607,Mr.,Gregg,T,Mann,M,gregg.mann@verizon.net,Dylan Mann,Penelope Mann,Kline,5/15/1959,10:07:43 PM,54,07/09/1998,188608,29%,Dartmouth,Bristol,Dartmouth,MA,Northeast
191963,Ms.,Deanne,H,Mccarty,F,deanne.mccarty@charter.net,Jame Mccarty,Lauren Mccarty,Newton,01/03/1974,11:03:36 AM,52,07/03/2012,91068,20%,Clarinda,Page,Clarinda,IA,Midwest
695631,Mrs.,Juanita,O,Zimmerman,F,juanita.zimmerman@hotmail.com,Bryce Zimmerman,Aurelia Zimmerman,Pratt,10/16/1974,7:55:00 PM,50,11/18/2010,86919,15%,Seward,Kenai Peninsula,Seward,AK,West
547420,Mr.,Doug,V,Small,M,doug.small@hotmail.com,Ross Small,Kristen Small,Cummings,12/08/1991,8:01:39 PM,66,11/19/2014,139670,26%,Doe Hill,Highland,Doe Hill,VA,South
403674,Dr.,Billy,R,Mcdowell,M,billy.mcdowell@gmail.com,Morgan Mcdowell,Jennie Mcdowell,Carlson,10/06/1983,2:59:09 PM,57,04/06/2014,170510,1%,Rhodelia,Meade,Rhodelia,KY,South
988937,Dr.,Boyd,L,Valencia,M,boyd.valencia@gmail.com,Matt Valencia,Nettie Valencia,Mayo,06/09/1987,4:35:12 PM,62,11/16/2016,180715,26%,Mount Hamilton,Santa Clara,Mount Hamilton,CA,West
937737,Mr.,Roberto,T,Caldwell,M,roberto.caldwell@gmail.com,Stuart Caldwell,Maude Caldwell,Cortez,08/12/1994,3:10:06 AM,79,03/11/2017,71924,22%,Peoria,Peoria,Peoria,IL,Midwest
144235,Mr.,Kris,U,Conner,M,kris.conner@gmail.com,Kenton Conner,Dana Conner,Clark,5/23/1962,6:30:28 PM,86,9/20/1998,102819,0%,Ballouville,Windham,Ballouville,CT,Northeast
866051,Ms.,Leann,R,Ortiz,F,leann.ortiz@gmail.com,Drew Ortiz,Virginia Ortiz,Noel,2/16/1990,2:21:10 AM,59,04/08/2011,86569,13%,Neelyton,Huntingdon,Neelyton,PA,Northeast
287787,Mr.,Joaquin,B,Bentley,M,joaquin.bentley@gmail.com,Lance Bentley,Adrienne Bentley,Owen,8/24/1961,12:00:11 AM,58,7/28/2012,96012,16%,Barren Springs,Wythe,Barren Springs,VA,South
316579,Mrs.,Leanne,Z,Potter,F,leanne.potter@exxonmobil.com,Alfonso Potter,Vicki Potter,Mann,1/25/1989,4:43:57 AM,44,10/16/2015,95604,19%,Cordova,Valdez-Cordova (CA),Cordova,AK,West
625981,Mr.,Jay,R,Sanders,M,jay.sanders@gmail.com,Chang Sanders,Gloria Sanders,Dyer,01/05/1964,1:55:31 PM,62,12/29/1987,123069,23%,Oxford,Worcester,Oxford,MA,Northeast
232661,Ms.,Luz,G,Brown,F,luz.brown@msn.com,Mac Brown,Shawn Brown,Riley,07/06/1961,9:08:25 PM,45,5/18/1987,111953,27%,Charleston,Charleston,Charleston,SC,South
863522,Mr.,Dudley,W,Preston,M,dudley.preston@gmail.com,Conrad Preston,Brandy Preston,Blackburn,11/16/1977,6:01:37 AM,74,3/24/2014,121461,9%,Keokee,Lee,Keokee,VA,South
118236,Mr.,Monroe,D,Beach,M,monroe.beach@bp.com,Vito Beach,Adrienne Beach,Hopkins,10/18/1987,3:44:55 AM,68,8/26/2015,74452,2%,Norwood,East Feliciana,Norwood,LA,South
412201,Ms.,Dina,Q,Jones,F,dina.jones@aol.com,Guillermo Jones,Kenya Jones,Pollard,8/26/1990,5:45:01 AM,51,7/26/2013,60935,6%,Monticello,Wright,Monticello,MN,Midwest
855988,Hon.,Christian,G,Morrison,M,christian.morrison@yahoo.co.in,Heath Morrison,Nicole Morrison,Becker,07/08/1959,3:41:16 AM,65,11/12/2011,75109,13%,Sand Lake,Rensselaer,Sand Lake,NY,Northeast
158689,Ms.,Lucile,L,Fleming,F,lucile.fleming@hotmail.co.uk,Jefferson Fleming,Charlene Fleming,White,12/13/1966,12:42:30 AM,60,12/09/2006,141720,5%,Cabot,Washington,Cabot,VT,Northeast
737292,Mr.,Luciano,H,Ray,M,luciano.ray@btinternet.com,Joesph Ray,Noreen Ray,Langley,10/19/1991,1:23:34 PM,63,2/22/2014,164496,1%,Little Rock,Pulaski,Little Rock,AR,South
596917,Mr.,Ahmad,B,Poole,M,ahmad.poole@gmail.com,Brenton Poole,Ramona Poole,Watkins,06/06/1973,9:43:28 AM,79,06/01/2016,178345,29%,North Judson,Starke,North Judson,IN,Midwest
620634,Ms.,Janna,Y,Hopkins,F,janna.hopkins@aol.com,Errol Hopkins,Robert Hopkins,Richards,11/21/1987,9:55:25 AM,56,12/21/2011,40265,16%,Madison,Madison,Madison,NY,Northeast
130591,Prof.,Kendrick,V,Miles,M,kendrick.miles@ibm.com,Refugio Miles,Amelia Miles,Heath,08/10/1962,7:32:32 PM,52,1/25/1991,134103,28%,Nashua,Hillsborough,Nashua,NH,Northeast
579618,Hon.,Demetrius,Z,Ruiz,M,demetrius.ruiz@gmail.com,Stuart Ruiz,Kristy Ruiz,Glass,12/14/1992,2:26:21 PM,86,5/20/2015,83790,27%,Chantilly,Chantilly,Chantilly,VA,South
240295,Mr.,Ken,P,Winters,M,ken.winters@rediffmail.com,Felix Winters,Anne Winters,Brennan,2/14/1995,7:59:08 PM,59,3/31/2016,131126,13%,Jefferson City,Cole,Jefferson City,MO,Midwest
846100,Mr.,Earl,O,Gilbert,M,earl.gilbert@bp.com,Bart Gilbert,Thelma Gilbert,Elliott,1/14/1973,6:37:56 PM,53,8/26/2013,129931,11%,Niagara Falls,Niagara,Niagara Falls,NY,Northeast
431841,Ms.,Taylor,K,Barlow,F,taylor.barlow@aol.com,Rene Barlow,Melody Barlow,Cherry,02/04/1965,2:43:18 AM,58,4/18/1987,61082,0%,Sentinel,Washita,Sentinel,OK,South
520702,Ms.,Clarissa,Z,Lawson,F,clarissa.lawson@hotmail.com,Erin Lawson,Lolita Lawson,Walter,6/26/1993,1:26:45 AM,49,11/11/2015,74924,30%,Melbourne,Marshall,Melbourne,IA,Midwest
771425,Mr.,Lewis,T,Fuller,M,lewis.fuller@comcast.net,Louis Fuller,Kris Fuller,Suarez,11/01/1958,5:31:48 AM,78,12/20/2006,81514,4%,Hope,Montgomery,Hope,KY,South
189557,Mrs.,Claudine,Y,Black,F,claudine.black@gmail.com,Chad Black,Leticia Black,Tyson,5/24/1978,7:06:20 PM,45,09/09/2015,67398,16%,Farrandsville,Farrandsville,Farrandsville,PA,Northeast
702034,Mrs.,Mitzi,Y,Lynch,F,mitzi.lynch@aol.com,Shane Lynch,Rena Lynch,Lindsay,8/29/1960,3:44:34 AM,55,3/17/2005,122784,24%,Jamesville,Onondaga,Jamesville,NY,Northeast
586207,Dr.,Michel,T,Finch,M,michel.finch@gmail.com,Elliot Finch,Ana Finch,Price,6/26/1986,2:45:30 AM,72,3/20/2012,147516,9%,Mascotte,Lake,Mascotte,FL,South
835545,Ms.,Janie,P,Velasquez,F,janie.velasquez@gmail.com,Chester Velasquez,Luisa Velasquez,Peck,4/19/1958,5:47:43 PM,40,5/14/1983,90653,19%,Venango,Crawford,Venango,PA,Northeast
326407,Mrs.,Sophie,F,Bass,F,sophie.bass@hotmail.com,Gabriel Bass,Tania Bass,Bridges,1/16/1990,5:03:59 PM,50,10/13/2011,199238,28%,Mears,Oceana,Mears,MI,Midwest
414967,Mrs.,Bette,Y,Kane,F,bette.kane@gmail.com,Alton Kane,Kirsten Kane,Davis,12/30/1979,9:07:56 AM,41,6/13/2004,89490,16%,Mc Elhattan,Clinton,Mc Elhattan,PA,Northeast
410300,Mrs.,Dena,Q,Blake,F,dena.blake@hotmail.com,Eldon Blake,Naomi Blake,Bennett,5/26/1975,6:11:08 AM,40,2/24/2011,160716,20%,Otter,Powder River,Otter,MT,West
252371,Mr.,Dante,Q,Farmer,M,dante.farmer@aol.com,Chris Farmer,Emily Farmer,Mejia,7/15/1985,5:41:51 PM,61,8/18/2010,191093,4%,Hannah,Cavalier,Hannah,ND,Midwest
297502,Ms.,Angelina,D,Lynn,F,angelina.lynn@rediffmail.com,Kory Lynn,Latasha Lynn,Baker,3/14/1975,1:37:54 PM,45,03/08/2007,157805,27%,Hazard,Sherman,Hazard,NE,Midwest
725857,Ms.,Shannon,D,Snow,F,shannon.snow@yahoo.com,Darius Snow,Effie Snow,Abbott,11/03/1961,2:29:41 PM,53,7/30/2014,114142,8%,Durham,Durham,Durham,NC,South
805103,Mr.,Ron,C,Glenn,M,ron.glenn@gmail.com,Maurice Glenn,Aida Glenn,Spears,07/06/1993,4:39:50 AM,90,9/14/2014,105706,23%,Galion,Crawford,Galion,OH,Midwest
641096,Mrs.,Kerry,C,Pitts,F,kerry.pitts@aol.com,Irving Pitts,Martina Pitts,Edwards,05/04/1989,11:43:23 PM,59,04/04/2017,179286,3%,Oklahoma City,Cleveland,Oklahoma City,OK,South
856369,Mr.,Dominick,M,Robbins,M,dominick.robbins@hotmail.com,Santos Robbins,Leigh Robbins,Estes,8/19/1979,4:47:31 PM,58,10/21/2001,123733,18%,Spring Green,Sauk,Spring Green,WI,Midwest
318571,Prof.,Emory,N,Spence,M,emory.spence@yahoo.com,Rocky Spence,Iva Spence,England,05/04/1967,12:52:54 AM,68,10/18/2004,144834,17%,Milford,Hillsborough,Milford,NH,Northeast
219020,Drs.,Lana,G,Spence,F,lana.spence@aol.com,Erik Spence,Queen Spence,Carney,7/15/1967,12:12:29 AM,54,6/21/2009,108199,24%,Beaufort,Beaufort,Beaufort,SC,South
934285,Mr.,Jeremy,G,English,M,jeremy.english@gmail.com,James English,Josie English,Francis,09/11/1972,12:26:27 AM,70,10/20/1996,88094,12%,Big Spring,Howard,Big Spring,TX,South
149763,Dr.,Dudley,N,Melton,M,dudley.melton@aol.com,Ross Melton,Corrine Melton,Whitney,04/02/1991,4:01:58 PM,62,5/17/2013,48438,22%,Essex Fells,Essex,Essex Fells,NJ,Northeast
363951,Drs.,Frances,D,Stafford,F,frances.stafford@ntlworld.com,Nolan Stafford,Trina Stafford,Solis,09/07/1965,1:17:48 AM,56,7/25/1987,177320,16%,Merritt,Pamlico,Merritt,NC,South
306185,Mr.,Percy,N,Hunt,M,percy.hunt@btinternet.com,Karl Hunt,Lacey Hunt,Emerson,12/13/1970,4:11:52 PM,79,11/07/2004,150940,8%,Hasse,Hasse,Hasse,TX,South
225090,Mr.,Alfredo,H,Vasquez,M,alfredo.vasquez@bp.com,Martin Vasquez,Allyson Vasquez,Hahn,4/21/1973,2:01:04 PM,88,10/04/2005,59287,3%,Clover,York,Clover,SC,South
287114,Ms.,Joanna,A,Perkins,F,joanna.perkins@aol.com,Shannon Perkins,Juliana Perkins,Howard,08/10/1959,8:01:28 AM,55,09/09/1992,196619,7%,Audubon,Audubon,Audubon,IA,Midwest
811489,Hon.,Susanna,R,Huff,F,susanna.huff@hotmail.com,Ellis Huff,Penelope Huff,Alvarado,07/09/1970,6:27:22 PM,42,05/04/2011,67505,4%,Springdale,Allegheny,Springdale,PA,Northeast
162573,Hon.,Ola,T,Thompson,F,ola.thompson@yahoo.com,Nolan Thompson,Fannie Thompson,Zimmerman,8/28/1970,12:48:19 PM,58,8/19/2003,156203,30%,Dayton,Sheridan,Dayton,WY,West
836699,Mrs.,Louella,F,Wolfe,F,louella.wolfe@charter.net,Kris Wolfe,Carrie Wolfe,Donaldson,2/19/1966,12:19:27 AM,47,5/21/2001,96037,15%,Phoenix,Phoenix,Phoenix,AZ,West
